type,sentence
1, "Your jealousy is ruining our relationship"
1, "Your lack of commitment is the problem"
1, "Your lack of empathy is causing this rift"
1, "Your lack of enthusiasm is demotivating the team"
1, "Your lack of experience led to this outcome"
1, "Your lack of focus is hindering progress"
1, "Your lack of foresight led to this situation"
1, "Your negativity is bringing everyone down"
1, "Your overconfidence led to this failure"
1, "Your procrastination put us in this position"
1, "Your reluctance to change is holding us back"
1, "Your selfishness is the root of the problem"
1, "Your tendency to procrastinate is affecting deadlines"
1, "Your unrealistic expectations are the issue"
1, "Your unwillingness to compromise is the issue"
2, "I cheated because you stopped paying attention to me"
2, "I drink because you make me miserable"
2, "I had to avoid discussions because you make everything a big deal"
2, "I had to be defensive because you're always attacking me"
2, "I had to be distant because you're so overbearing"
2, "I had to be impatient because you're so slow"
2, "I had to be sarcastic because you take things too seriously"
2, "I had to cancel our plans because you're so unpredictable"
2, "I had to check your phone because you've been so secretive lately"
2, "I had to flirt with others because you don't make me feel attractive"
2, "I had to flirt with others because you don't make me feel attractive"
2, "I had to hide things because you'd blow them out of proportion"
2, "I had to interrupt because you never let me speak"
2, "I had to leave because you were suffocating me"
2, "I had to lie about money because you'd freak out"
2, "I had to lie about money because you'd overreact"
2, "I had to lie about my past because you'd judge me"
2, "I had to lie about my past because you'd judge me"
2, "I had to lie about my whereabouts because you'd get jealous"
2, "I had to lie about where I was because you'd overreact"
2, "I had to lie because you overreact to everything"
2, "I had to make fun of you because you're too serious"
2, "I had to make that choice because you couldn't decide"
2, "I had to make that decision without you because you'd just complicate things"
2, "I had to make that decision without you because you'd just complicate things"
2, "I had to take control because you're so indecisive"
2, "I had to take control because you're so indecisive"
2, "I had to take matters into my own hands because you can't handle pressure"
2, "I had to take over because you're so incompetent"
2, "I had to take over because you're so incompetent"
2, "I ignore you because you're always nagging"
2, "I only avoid discussions because you make everything a big deal"
2, "I only became controlling because you're so irresponsible"
2, "I only became defensive because you're always criticizing me"
2, "I only became secretive because you don't trust me"
2, "I only belittled you because you were acting superior"
2, "I only criticize your family because they treat me poorly"
2, "I only criticize your work because you don't take it seriously"
2, "I only criticized you because you embarrassed me"
2, "I only criticized your friends because they're a bad influence"
2, "I only did that because of you"
2, "I only dismissed your ideas because they're unrealistic"
2, "I only distance myself because you're too needy"
2, "I only distanced myself because you're too clingy"
2, "I only get jealous because you're too friendly with others"
2, "I only got jealous because you're too friendly with others"
2, "I only hid things because you'd blow them out of proportion"
2, "I only ignored you because you're always nagging"
2, "I only ignored your calls because you're too demanding"
2, "I only insulted you because you disrespected me first"
2, "I only keep secrets because you can't handle the truth"
2, "I only keep secrets because you can't handle the truth"
2, "I only lied because you can't handle the truth"
2, "I only made that choice because you couldn't decide"
2, "I only make decisions without you because you'd just disagree"
2, "I only raised my voice because you ignored me"
2, "I only said/did that because of you"
2, "I only spend money secretly because you'd complain otherwise"
2, "I only stayed out late because you're so controlling"
2, "I only withheld affection because you're too needy"
2, "I wouldn't have broken your things if you hadn't made me so mad"
2, "I wouldn't have gotten angry if you hadn't questioned me"
2, "I wouldn't have hit you if you hadn't pushed me to the edge"
2, "I wouldn't have spent so much money if you weren't so stingy"
2, "I wouldn't have to avoid you if you weren't so clingy"
2, "I wouldn't have to avoid you if you weren't so needy"
2, "I wouldn't have to be defensive if you weren't so attacking"
2, "I wouldn't have to be harsh if you weren't so naive"
2, "I wouldn't have to be passive-aggressive if you communicated better"
2, "I wouldn't have to be passive-aggressive if you communicated better"
2, "I wouldn't have to be sarcastic if you understood me better"
2, "I wouldn't have to be so blunt if you weren't so sensitive"
2, "I wouldn't have to be so controlling if you weren't so careless"
2, "I wouldn't have to be so controlling if you weren't so irresponsible"
2, "I wouldn't have to be so critical if you weren't so lazy"
2, "I wouldn't have to be so critical if you weren't so lazy"
2, "I wouldn't have to be so detached if you weren't so emotional"
2, "I wouldn't have to be so dismissive if you weren't so persistent"
2, "I wouldn't have to be so distant if you weren't so overbearing"
2, "I wouldn't have to be so harsh if you weren't so naive"
2, "I wouldn't have to be so harsh if you weren't so sensitive"
2, "I wouldn't have to be so impatient if you weren't so slow"
2, "I wouldn't have to be so negative if you weren't so optimistic"
2, "I wouldn't have to be so sarcastic if you understood me better"
2, "I wouldn't have to be so secretive if you trusted me more"
2, "I wouldn't have to be so secretive if you weren't so nosy"
2, "I wouldn't have to belittle you if you weren't so arrogant"
2, "I wouldn't have to check up on you if you weren't so untrustworthy"
2, "I wouldn't have to compare you to others if you met my expectations"
2, "I wouldn't have to criticize you if you did things right"
2, "I wouldn't have to criticize your friends if they weren't a bad influence"
2, "I wouldn't have to criticize your work if you took it seriously"
2, "I wouldn't have to hide things if you weren't so judgmental"
2, "I wouldn't have to make decisions without you if you weren't so disagreeable"
2, "I wouldn't have to make fun of you if you weren't so serious all the time"
2, "I wouldn't have to raise my voice if you didn't ignore me"
2, "I wouldn't have to shout if you listened the first time"
2, "I wouldn't have to take matters into my own hands if you could handle pressure"
2, "I wouldn't have yelled if you hadn't provoked me"
2, "If you didn't do this, I wouldn't treat you that way"
2, "If you weren't so demanding, I wouldn't need to hide things from you"
2, "It's because you hate me, don't you"
2, "It's your fault I got so angry"
2, "Look what you just made me do"
2, "Now look what you made me do"
2, "Why do you hate me"
2, "You are upset I yell all the time, but have you ever considered that it is because of you"
2, "You DO hate me, and this just PROVES it"
2, "You don't want me to be happy"
2, "You made me do that"
3, "After all I've done for you, this is how you repay me?"
3, "After all I've sacrificed, this is how you treat me?"
3, "I accepted your family, but you reject mine"
3, "I accepted your flaws, but you constantly point out mine"
3, "I accepted your past, but you judge me for mine"
3, "I adapted to your needs, but you ignore mine"
3, "I adjusted my lifestyle for you, and you won't make any changes for me"
3, "I adjusted my schedule for you, but you won't adjust yours for me"
3, "I always made time for your family, but you avoid mine"
3, "I always put you first, but you can't even consider my feelings"
3, "I always remember your special days, but you forgot mine"
3, "I always stood by you, but where are you when I need support?"
3, "I apologized for my mistakes, but you never admit yours"
3, "I believed in your dreams, but you dismiss mine"
3, "I celebrated your achievements, but you downplay mine"
3, "I changed for you, but you remain the same"
3, "I changed my habits for you, and you won't change yours for me"
3, "I cherished every moment with my parents, and you avoid me"
3, "I compromised on our plans, but you insist on your way"
3, "I defended you to others, and now you won't stand up for me"
3, "I encouraged your growth, but you stifle mine"
3, "I endured hardships for us, but you won't lift a finger"
3, "I endured hardships so you wouldn't have to, yet you complain"
3, "I endured pain so you wouldn't have to, yet you complain about trivial things"
3, "I endured so much for this family, and you can't handle a little hardship?"
3, "I faced adversity with a smile, and you frown at the slightest inconvenience"
3, "I faced discrimination and hardships, yet I remained respectful; why can't you?"
3, "I faced life's challenges head-on, and you shy away from the smallest obstacles"
3, "I followed my parents' rules without question, but you challenge everything"
3, "I forgave your betrayals, but you hold grudges against me"
3, "I forgave your lies, but you punish me for honesty"
3, "I forgave your mistakes, but you can't forgive mine?"
3, "I gave up my dreams for you, and you can't even support me now"
3, "I gave up my dreams so you could pursue yours, and now you ignore me"
3, "I gave up my friends to spend more time with you, and now you say I'm clingy"
3, "I gave you everything I never had, and you still want more"
3, "I gave you freedom, but you restrict mine"
3, "I gave you second chances, but you won't give me one"
3, "I gave you space when needed, but you crowd me when I need mine"
3, "I kept your secrets, but you expose mine"
3, "I learned your love language, but you won't learn mine"
3, "I listened to your problems, but you dismiss mine"
3, "I made efforts to communicate, but you shut me out"
3, "I made sacrifices for our relationship, but you remain selfish"
3, "I made you a priority, but I'm always an option to you"
3, "I moved across the country for you, and you won't even compromise on this"
3, "I never had a choice, but I made the best of it; why can't you?"
3, "I never had anyone to support me, yet I managed; why can't you?"
3, "I never had the education you have, yet I made something of myself"
3, "I never had the luxuries you have, yet I was grateful"
3, "I never had the opportunities you have, yet I never complained"
3, "I never had the support you have, yet I stood strong"
3, "I never questioned my parents, but you question everything I say"
3, "I never questioned your choices, yet you constantly criticize mine"
3, "I never spoke to my parents the way you talk to me"
3, "I put you through college, and now you won't even visit"
3, "I raised you single-handedly, and now you treat me like a burden"
3, "I respected my elders, but you talk back without hesitation"
3, "I respected your boundaries, but you ignore mine"
3, "I respected your decisions, but you undermine mine"
3, "I respected your privacy, but you invade mine"
3, "I sacrificed my career for this family, and you can't even do this one thing for me?"
3, "I sacrificed my happiness for you, and you don't even appreciate it"
3, "I saved every penny for your future, and you squander your earnings"
3, "I stayed in an unhappy marriage for your sake, and now you treat me like this?"
3, "I stayed up all night helping you, and now you won't even return my calls"
3, "I stayed up countless nights caring for you, and now you won't even call"
3, "I stood by you during tough times, but you abandon me during mine"
3, "I stood up for you, but you let others disrespect me"
3, "I supported your career, and now you belittle mine"
3, "I supported your hobbies, but you mock mine"
3, "I taught you better than this; where did I go wrong?"
3, "I tolerated your friends, but you can't stand mine"
3, "I took care of you when you were sick, but you won't do the same for me"
3, "I trusted you completely, but you doubt me over trivial things"
3, "I trusted your judgment, but you question mine"
3, "I upheld family traditions, and you dismiss them as outdated"
3, "I uplifted you, but you bring me down"
3, "I valued family above all, and you prioritize strangers over us"
3, "I valued your opinions, but you dismiss mine"
3, "I walked miles to school, and you complain about a short bus ride"
3, "I was always obedient to my parents; why can't you be the same?"
3, "I was always there for you, but when I need you, you're absent"
3, "I was content with less, and you are dissatisfied with more"
3, "I was grateful for a simple meal, and you demand gourmet"
3, "I was grateful for what little I had, and you always want more"
3, "I wore hand-me-downs, and you demand brand names"
3, "I worked from dawn till dusk, and you find a 9-to-5 job tiring"
3, "I worked hard to provide for you, and you can't even show gratitude"
3, "I worked two jobs to provide for you, and this is the thanks I get?"
3, "I worked two jobs to put you through school, and you won't lend me money?"
3, "If I was such a bad mother, why are you still with me"
3, "Other children respect their parents; why don't you?"
3, "Other parents get respect from their children; what did I do wrong with you?"
3, "When I was your age, I had twice the responsibilities"
3, "Your brother calls me every day; why don't you?"
3, "Your cousin always helps her parents; you should learn from her"
3, "Your father always appreciated my efforts; why can't you?"
3, "Your friends always praise their parents; why don't you?"
3, "Your grandparents respected their elders; why don't you?"
3, "Your mom made you hate me and you are naive enough to let her"
3, "Your sister managed to do it without complaining; why can't you?"
