type,sentence
0, "This isn’t a demand — it’s just me being transparent."
0, "I want what’s best for both of us, not just me."
0, "Your comfort matters more than rushing a decision."
0, "Whatever feels right to you is valid."
0, "Let me know what you need from me, if anything."
0, "This isn’t about control — it’s about connection."
0, "You’re allowed to disagree, and I’m okay with that."
0, "We’re on the same team, even when we see things differently."
0, "Let’s talk without trying to control the outcome."
0, "You don’t have to be anything other than honest."
0, "It’s okay not to know what you want yet."
0, "There’s nothing you need to prove to me."
0, "I’m here no matter what you decide."
0, "We both need to feel safe in this conversation."
0, "Let’s focus on what feels true rather than what’s expected."
0, "This isn’t about roles or rules — just real talk."
0, "If now’s not a good time, we can talk later."
0, "I want this to feel mutual, not forced."
0, "There’s space for us to be unsure."
0, "I care about you, not about outcomes."
0, "We can just sit in this moment without deciding anything."
0, "You’re free to say yes, no, or nothing at all."
0, "There’s no checklist here — just us."
0, "I don’t want to push you beyond your limits."
0, "We’re figuring this out as we go, and that’s okay."
0, "There’s no right answer — just your truth."
0, "This conversation isn’t about convincing — it’s about connection."
1, "Arrange catering for the event"
1, "Arrange transportation for the guests"
1, "Arrange travel accommodations"
1, "Book a table for two at the restaurant"
1, "Bring the documents to the meeting"
1, "Call me when you arrive"
1, "Call the client and confirm the details"
1, "Change the printer ink when it runs out"
1, "Check the inventory and restock the shelves"
1, "Check your email and respond to my message"
1, "Clean your room before guests arrive"
1, "Close the window, it's getting cold"
1, "Compile the annual report"
1, "Compile the data into a report"
1, "Conduct a competitor analysis"
1, "Conduct a feasibility study"
1, "Conduct a risk assessment"
1, "Conduct a site inspection"
1, "Conduct a training session"
1, "Coordinate the marketing campaign"
1, "Coordinate the team-building activities"
1, "Coordinate the volunteer schedule"
1, "Create a budget for the project"
1, "Create a user guide for the software"
1, "Create the financial projections"
1, "Create the project proposal"
1, "Design a logo for the new brand"
1, "Design the promotional materials"
1, "Develop a customer satisfaction survey"
1, "Develop a training program for employees"
1, "Develop the content calendar"
1, "Develop the marketing strategy"
1, "Develop the project timeline"
1, "Draft a proposal for the new project"
1, "Draft the meeting minutes"
1, "Finish your homework before dinner"
1, "Forward the email to the team"
1, "Get me a coffee on your way to the office"
1, "Hand me the remote"
1, "I know you heard me."
1, "Make a reservation for dinner tonight"
1, "Make sure to bring your ID for the event"
1, "Make sure to lock the door before you leave"
1, "Manage the social media accounts"
1, "Meet me at the café at noon"
1, "Organize the files in alphabetical order"
1, "Organize the focus group sessions"
1, "Organize the workshop materials"
1, "Pick a movie for us to watch"
1, "Pick me up from the airport at 5 PM"
1, "Pick up some milk on your way home"
1, "Plan the community outreach program"
1, "Plan the company retreat"
1, "Plan the fundraising event"
1, "Plan the holiday party"
1, "Plan the product launch"
1, "Plan the training workshop"
1, "Please submit the report by Friday"
1, "Prepare the agenda for the meeting"
1, "Prepare the audit report"
1, "Prepare the contract for review"
1, "Prepare the financial statements"
1, "Prepare the grant application"
1, "Prepare the presentation for the conference"
1, "Prepare the quarterly newsletter"
1, "Prepare the sales forecast"
1, "Print out the presentation slides"
1, "Reboot the server and check for updates"
1, "Research the market trends"
1, "Review the document and provide feedback"
1, "Run the report and send me the results"
1, "Schedule a meeting with the client"
1, "Schedule maintenance for the equipment"
1, "Schedule the client meetings"
1, "Schedule the performance evaluations"
1, "Schedule the system upgrade"
1, "Send me the link to that article"
1, "Send me the updated file"
1, "Set up the conference call"
1, "Set up the new employee accounts"
1, "Set up the new software system"
1, "Show a little respect!"
1, "Take out the trash before you go to bed"
1, "Test the new software features"
1, "Translate the document into Spanish"
1, "Turn down the music, it's too loud"
1, "Turn in your assignment by midnight"
1, "Turn off the lights when you leave the room"
1, "Update the client database"
1, "Update the employee handbook"
1, "Update the inventory records"
1, "Update the policy manual"
1, "Update the software by tomorrow"
1, "Update the training materials"
1, "Update the website content"
1, "Water the plants while I'm away"
1, "Write a press release for the event"
2, "I need you to trust me in this decision"
2, "I hope you'll be patient with me as I learn"
2, "I'd like you to join me for a weekend getaway"
2, "I want you to take a walk with me in the park"
2, "I wish you'd join me for a hike this weekend"
2, "I need you to listen to me when I'm feeling down"
2, "I hope you'll come with me to the art exhibit"
2, "I want you to come with me to the charity event"
2, "I'd love for you to join me in a yoga session"
2, "I hope you'll join me for a wine tasting"
2, "I need you to be honest with me about your feelings"
2, "I hope you'll come with me to the book signing"
2, "I want you to take a walk with me in the park"
2, "I want you to hold me close tonight"
2, "I'd like you to introduce me to your favorite music"
2, "I want you to be my plus-one at the gala"
2, "I hope you'll dance with me under the stars"
2, "I yearn for you to write me a poem"
2, "I'd like you to teach me your favorite hobby"
2, "I crave your presence at family gatherings"
2, "I'd love for you to help me decorate our home"
2, "I wish you'd accompany me on a morning walk"
2, "I wish you'd surprise me with a handwritten letter"
2, "I crave your presence at family gatherings"
2, "I hope you'll join me for a cooking class"
2, "I want you to teach me how to play your favorite game"
2, "I hope you'll read my favorite book aloud to me"
2, "I wish you'd surprise me with a handwritten letter"
2, "I wish you'd plan a special date for us"
2, "I want you to be the first person I see each morning"
2, "I wish you'd be my date to the wedding"
2, "I hope you'll join me in volunteering this weekend"
2, "I long for you to sing our song to me"
2, "I'd like you to teach me your favorite hobby"
2, "I wish you'd write me a heartfelt letter"
2, "I'd like you to join me for dinner tonight"
2, "I wish you'd accompany me to the family gathering"
2, "I need you to accompany me to the doctor's appointment"
2, "I'd like you to be my guest at the conference"
2, "I want you to come with me to the theater"
2, "I wish you'd be my partner in the dance competition"
2, "I need you to accompany me to the networking event"
2, "I need you to be my partner in this project"
2, "I need you to be by my side during the event"
2, "I'd like you to cook a meal with me this weekend"
2, "I need you to forgive me for my mistakes"
2, "I wish you'd come with me to visit my hometown"
2, "I hope you'll be patient with me as I learn"
2, "I need you to support me during my speech"
2, "I'd like you to help me plan our next vacation"
2, "I want you to share your dreams and aspirations with me"
2, "I need you to support me during this challenging time"
2, "I long for you to sing our song to me"
2, "I desire to spend a lazy Sunday with you"
2, "I wish you'd accompany me to the concert next week"
2, "I want you to meet my closest friends"
2, "I hope you'll dance with me under the stars"
2, "I want you to hold my hand when we're walking together"
2, "I want you to meet my closest friends"
2, "I need you to forgive me for my mistakes"
2, "I want you to take a walk with me in the park"
2, "I wish you'd accompany me on a morning walk"
2, "I want you to be the first person I see each morning"
2, "I want you to join me for a weekend getaway"
2, "I need you to listen to my worries"
2, "I need you to be my partner in this dance class"
2, "I need you to trust me in this decision"
2, "I want you to be there when I run the marathon"
2, "I desire to spend a lazy Sunday with you"
2, "I'd like you to read my favorite book so we can discuss it"
2, "I hope you'll join me in attending the workshop"
2, "I wish you'd write me a heartfelt letter"
2, "I'd love for you to cook dinner with me tonight"
2, "I want you to be there when I receive my award"
2, "I'd like you to read my favorite book so we can discuss it"
2, "I'd like you to read my favorite book so we can discuss it"
2, "I wish you'd join me for a pottery class"
2, "I hope you'll be there to support me during my presentation"
2, "I wish you'd plan a special date for us"
2, "I want you to hold me close tonight"
2, "I hope you'll join me in trying this new hobby"
2, "I'd like you to help me with my garden"
2, "I wish you'd be my partner in the cooking competition"
2, "I need you to listen to my worries"
2, "I'd love for you to cook dinner with me tonight"
2, "I'd love for you to join me in a photography session"
2, "I want you to be there when I perform"
2, "I wish you'd surprise me with a weekend getaway"
2, "I need you to be by my side during the event"
2, "I need you to be my workout partner"
2, "I hope you'll watch the sunset with me"
2, "I hope you'll read my favorite book aloud to me"
2, "I hope you'll dance with me at the party"
2, "I'd love for you to accompany me on a road trip"
2, "I'd like you to join me for a weekend getaway"
2, "I hope you'll watch the sunset with me"
2, "I yearn for you to write me a poem"
2, "I need you to be my co-host for the party"
2, "I wish you'd join me in learning a new language"
2, "I hope you'll come with me to the festival"
2, "You need to deal with my flaws."
2, "You should know me better than that."
3, "You must keep the children quiet when I'm home"
3, "You have to be intimate with me whenever I desire"
3, "You have to be the one to apologize first"
3, "You should forgive me for my mistakes because I love you"
3, "You ought to let me handle all our finances"
3, "You must keep your phone's location services on so I know where you are"
3, "You should not question where I go or who I'm with"
3, "You have to be responsible for all household chores"
3, "You should not talk back to me"
3, "You should not have secrets from me"
3, "You ought to give me access to all your social media accounts"
3, "You should not complain about our relationship to others"
3, "You must not question my decisions"
3, "You should not have any male/female friends"
3, "You should not express opinions that differ from mine"
3, "You have to accept my past and never bring it up"
3, "You should not question where I go or who I'm with"
3, "You ought to accept my lifestyle choices"
3, "You should not question my authority"
3, "You ought to keep our issues private"
3, "You should tolerate my anger; it's just who I am"
3, "You ought to defend me, even when I'm wrong"
3, "You ought to let me handle all our finances"
3, "You must keep me informed about your whereabouts"
3, "You should not have hobbies that don't involve me"
3, "You have to agree with me in front of others"
3, "You have to support me financially if I need it"
3, "You should always put my needs before anyone else's"
3, "You ought to fulfill my needs before yours"
3, "You have to accept my past and never bring it up"
3, "You ought to keep our issues private"
3, "You should accept my criticism; it's for your own good"
3, "You should not make me repeat myself"
3, "You must entertain my friends when they visit"
3, "You ought to accept my friends, even if you don't like them"
3, "You ought to prioritize my needs over yours"
3, "You should not make plans without consulting me first"
3, "You must keep the children quiet when I'm home"
3, "You should not question my authority"
3, "You have to change your schedule to match mine"
3, "You ought to accept my friends, even if you don't like them"
3, "You must tolerate my habits, no matter what"
3, "You must be home at a certain time"
3, "You must be home at a certain time"
3, "You must not visit your family without my permission"
3, "You ought to accept my criticism; it's for your own good"
3, "You ought to change your appearance to suit my preferences"
3, "You should not complain about our relationship to others"
3, "You must always look attractive for me"
3, "You should not make me jealous"
3, "You should quit your job to take care of the house"
3, "You must take care of my family members"
3, "You must take care of my family members"
3, "You have to change your schedule to match mine"
3, "You ought to entertain my friends when they visit"
3, "You have to be responsible for all household chores"
3, "You ought to be grateful for everything I do for you"
3, "You should always answer my calls immediately`"
3, "You should not spend money without asking me"
3, "You must always look attractive for me"
3, "You have to make me feel special every day"
3, "You should not go out without telling me"
3, "You should not challenge my opinions"
3, "You have to ask for my permission before making plans"
3, "You must tolerate my habits, no matter what"
3, "You must be intimate with me whenever I desire"
3, "You ought to be grateful for everything I do for you"
3, "You have to be available whenever I need you"
3, "You should not disagree with me in public"
3, "You must tolerate my anger; it's just who I am"
3, "You should not spend time on activities I don't approve of"
3, "You should not question my decisions"
3, "You should not make decisions without me"
3, "You have to support me financially if I need it"
3, "You should not talk back to me"
3, "You should ensure the house is spotless when I get home"
3, "You ought to fulfill my needs before yours"
3, "You have to dress the way I prefer when we go out"
3, "You should not express your opinions if they differ from mine"
3, "You have to be available whenever I need you"
3, "You should not go out without telling me"
3, "You should not make me repeat myself"
3, "You ought to defend me, even when I'm wrong"
3, "You ought to change your appearance to suit my tastes"
3, "You must answer all my questions honestly, no matter what"
3, "You should not make decisions without me"
3, "You have to make me feel special every day"
3, "You should stop talking to your friends if they don't like me"
3, "You should not make me feel insecure"
3, "You must not spend money without consulting me"
3, "You should not spend time on activities I don't approve of"
3, "You should not have secrets from me"
3, "You have to agree with me in front of others"
3, "You should not disagree with me in public"
3, "You should not make me jealous"
3, "You have to make sure the house is spotless when I get home"
3, "You should not have hobbies that don't involve me"
3, "You must keep me informed about your whereabouts"
3, "You ought to accept my lifestyle choices"
3, "You should not challenge my opinions"
3, "You have to be the one to apologize first"
3, "You should not make me feel insecure"
3, "You must respect my privacy but not expect the same"
3, "You ought to be ready to drop everything for me"
3, "You should not have any close friends besides me"
3, "You have to accept my behavior, no matter how it affects you"
3, "I didn't raise you to be like this."
3, "Why can’t you just keep the peace?"
3, "You should feel thankful."
3, "You used to do what I told you to. Now you are so stubborn."
4, "If you don't participate, others might see you as unmotivated"
4, "Not participating may make you seem detached"
4, "If you don't participate, people might think you're apathetic"
4, "If you don't contribute, others might think you're stingy"
4, "If you don't participate in the school fundraiser, others might think you're indifferent"
4, "Skipping the family reunion will make everyone think you don't value family"
4, "Not joining the environmental campaign could make people see you as unconcerned about the planet"
4, "Not joining the mentorship program could be seen as a lack of willingness to help others"
4, "Not contributing to the office decor could be seen as a lack of team spirit"
4, "If you don't volunteer for the school play, parents might think you're uninvolved"
4, "Not helping out could make you seem uncooperative"
4, "Not attending the cultural festival could be perceived as disinterest in diversity"
4, "If you don't help, people might think you're uncaring"
4, "If you don't contribute, others might see you as apathetic"
4, "If you don't donate to the fundraiser, others might think you're not community-minded"
4, "Not joining the book club might make others feel you're not interested in bonding"
4, "Not contributing may make you seem uninvested"
4, "If you don't help out, others might view you as unsupportive"
4, "If you don't help out, others might view you as uncaring"
4, "Not joining could be seen as a lack of enthusiasm"
4, "Not attending the charity event might make others see you as uncaring"
4, "Not attending could be viewed as a lack of interest"
4, "If you don't engage, others might see you as detached"
4, "Not contributing could be seen as a lack of involvement"
4, "If you don't attend the PTA meeting, other parents might think you're uninvolved"
4, "Not attending the wedding could be perceived as a lack of support for the couple"
4, "If you don't volunteer, others might see you as indifferent"
4, "If you don't join in, others might see you as detached"
4, "If you don't participate, people might think you're disengaged"
4, "Not helping out may make you appear unsupportive"
4, "Not participating in the charity run could be seen as a lack of empathy"
4, "If you don't join the neighborhood watch, neighbors might see you as indifferent to safety"
4, "If you don't join, people might think you're aloof"
4, "If you don't assist, others might think you're unhelpful"
4, "Not assisting may make you appear unapproachable"
4, "Not donating makes you seem uncaring about the cause"
4, "If you don't join us, people might think you're antisocial"
4, "If you don't volunteer at the shelter, others might think you're heartless"
4, "If you don't attend the community clean-up, neighbors might think you're lazy"
4, "Not attending the networking event could make others feel you're not ambitious"
4, "Not attending the graduation ceremony could make the graduate feel unappreciated"
4, "If you don't attend the awards ceremony, others might think you're envious"
4, "Not attending the funeral could be perceived as disrespectful"
4, "Not participating could be perceived as disinterest"
4, "If you don't participate, others may think you're uninterested"
4, "Not attending could be perceived as a lack of interest"
4, "If you don't participate in the group project, classmates may think you're unreliable"
4, "Not assisting could be perceived as a lack of support"
4, "Not supporting the local sports team could make others see you as unpatriotic"
4, "If you don't support the local business, neighbors might see you as disloyal"
4, "Declining the invitation might make others feel you're avoiding them"
4, "If you don't contribute to the memorial fund, people might think you're insensitive"
4, "If you don't assist, people might think you're unkind"
4, "Not assisting may make you seem uncooperative"
4, "Not participating in the office potluck could make colleagues feel you're disengaged"
4, "Not contributing could be seen as a lack of generosity"
4, "Not contributing may make you seem unengaged"
4, "If you don't attend the meeting, the team will think you're not committed"
4, "Not following through could make you appear unreliable"
4, "Not attending may make you seem uncommitted"
4, "If you don't help, people might think you're indifferent"
4, "Not attending may be viewed as a lack of respect"
4, "Not attending may make you appear uninterested"
4, "If you don't contribute to the group gift, everyone will think you're cheap"
4, "If you don't help, people might think you're unkind"
4, "Not showing up at the reunion might make old friends feel you don't value their friendship"
4, "If you don't agree, people might see you as difficult"
4, "If you don't join the fitness challenge, colleagues might think you're unmotivated"
4, "Not participating could make you seem uninterested"
4, "Not supporting the initiative may make you appear indifferent"
4, "If you don't participate in the protest, others might think you're apathetic to the cause"
4, "Not participating could make others think you're lazy"
4, "Not contributing may make you appear selfish"
4, "If you don't help with the move, friends might think you're unsupportive"
4, "Not attending could be viewed as a lack of commitment"
4, "Not attending could be viewed as a lack of respect"
4, "If you don't contribute to the disaster relief fund, people might think you're uncharitable"
4, "Not contributing suggests you're not a team player"
4, "If you don't engage, people might think you're aloof"
4, "If you don't join in, others might see you as isolated"
4, "Not attending the team-building retreat could be seen as a lack of commitment"
4, "If you don't participate in the blood drive, people might think you're selfish"
4, "Not contributing to the scholarship fund could be seen as a lack of support for education"
4, "If you don't help, people might think you're inconsiderate"
4, "Not joining in could make you appear unsociable"
4, "Not participating in the family photo could make relatives feel you're distant"
4, "If you don't attend the holiday party, colleagues might think you're antisocial"
4, "If you don't volunteer, people might see you as selfish"
4, "Not assisting could be perceived as a lack of dedication"
4, "If you don't volunteer for the committee, people will think you're not a team player"
4, "If you don't join, people might think you're unsociable"
4, "If you don't participate, others might see you as indifferent"
4, "Not attending the event could be seen as disrespectful"
4, "Not attending the baby shower could make others feel you don't care about the new arrival"
4, "If you don't attend, people might think you're neglectful"
4, "If you don't comply, it might seem like you're rebellious"
4, "If you don't contribute, others might view you as selfish"
4, "Not joining the language class could be seen as a lack of cultural appreciation"
4, "If you don't support the art exhibit, others might think you're uncultured"
4, "Not attending the music recital could make the performer feel unsupported"
