type,sentence
0, "You are the muse that inspires my soul​"
0, "You are the poetry that fills the pages of my heart​"
0, "You are the reason I believe in miracles​"
0, "You are the reason my heart beats with joy​"
0, "You are the star that lights up my darkest nights​"
0, "You are the whisper of hope in my moments of doubt​"
0, "You make me feel complete; I've been lost without you​"
0, "You're my anchor in this chaotic world​"
0, "You're my better half; I can't do this without you​"
0, "You're my dream come true; I never want to wake up​"
0, "You're my everything; I can't function without you​"
0, "You're my everything; I can't let you go​"
0, "You're my everything; I can't let you go​"
0, "You're my forever and always; I can't let you go​"
0, "You're my guiding star; I need you to find my way​"
0, "You're my heart and soul; I can't lose you​"
0, "You're my heart; I can't live without you​"
0, "You're my light in the darkest times​"
0, "You're my one and only; no one else compares​"
0, "You're my reason for living​"
0, "You're my rock; I depend on you for everything​"
0, "You're my safe haven; I can't lose that​"
0, "You're my soulmate; I can't lose you​"
0, "You're the best part of my day, every day​"
0, "You're the best thing that ever happened to me​"
0, "You're the best thing that's ever happened to me​"
0, "You're the glue that holds me together​"
0, "You're the light of my life; everything I do is for you​"
0, "You're the love of my life; I can't lose you"
0, "You're the love of my life; no one else matters​"
0, "You're the missing piece I've been searching for​"
0, "You're the only one who truly understands me​"
0, "You're the reason I believe in love​"
0, "You're the reason I keep going​"
0, "You're the reason I smile every day​"
0, "You're the reason I wake up every morning​"
0, "Your love is the anchor that keeps me steady​"
0, "Your love is the beacon that leads me home​"
0, "Your love is the canvas upon which I paint my dreams​"
0, "Your love is the foundation of my happiness​"
0, "Your love is the foundation upon which I build my dreams​"
0, "Your love is the fuel that ignites my passion for life​"
0, "Your love is the light that guides me through the darkest times​"
0, "Your love is the melody that plays in my heart​"
0, "Your love is the rhythm to which my heart dances​"
0, "Your love is the song that my heart sings​"
0, "Your love is the thread that weaves the fabric of my life​"
0, "Your love is the wind beneath my wings​"
0, "Your presence is the greatest gift I could ever receive​"
1, "After all I've done for you."
1, "After all the sacrifices I've made for you, this is how you repay me?​"
1, "After everything I've done, you choose to hurt me like this​"
1, "All the times I defended you, and now you abandon me​"
1, "But I got you this, you're being ungrateful."
1, "Do you realize how much I gave up for you?"
1, "I can't believe you'd choose them over me after all we've been through​"
1, "I did everything to make you happy, and this is how you repay me​"
1, "I do everything for you."
1, "I endured challenges for you, and now you won't even help me"
1, "I endured hardships for you, and now you won't even acknowledge them​"
1, "I endured hardships for you, and now you won't even listen to me​"
1, "I endured losses for you, and now you won't even acknowledge them​"
1, "I endured pain for your sake, and now you turn away from me​"
1, "I endured pain for your sake, and now you turn away from me​"
1, "I endured so much for your sake, and now you ignore me​"
1, "I endured so much for your sake, and now you ignore me​"
1, "I endured so much for your sake, and now you turn your back on me​"
1, "I forgave you when no one else would, and now you betray me​"
1, "I gave up everything for you and this is how you thank me?"
1, "I gave up everything to support you, and now you won't even consider my feelings​"
1, "I gave up my comfort for you, and now you won't do the same​"
1, "I gave up my freedom for you, and now you won't support me​"
1, "I gave up my happiness for you, and now you won't even listen to me​"
1, "I gave up my happiness for you, and now you won't even listen to me​"
1, "I gave up my passions for you, and now you ignore mine​"
1, "I gave up my resources for you, and now you won't share yours​"
1, "I gave up my security for you, and now you leave me vulnerable​"
1, "I gave up my time and energy for you, and now you can't spare a moment for me​"
1, "I gave up opportunities for you, and now you won't do the same for me​"
1, "I gave up opportunities for you, and now you won't do the same for me"
1, "I gave up so much for you so why can't you do the same?"
1, "I gave up so much for you, and now you can't do this one thing for me​"
1, "I gave up so much for you, and now you can't do this one thing for me​"
1, "I gave you everything, and now you give me nothing in return​"
1, "I gave you everything, and now you give me nothing in return​"
1, "I gave you my all, and now you can't even give me a moment of your time​"
1, "I gave you my best, and now you give me nothing in return​"
1, "I gave you the best years of my life, and now you treat me this way​"
1, "I guess my feelings don't matter to you anymore​"
1, "I have given up so much for you."
1, "I lent you money when no one else would, and now you ignore me​"
1, "I missed out on opportunities to be there for you, and this is how you repay me​"
1, "I must have been a terrible parent for you to treat me this way​"
1, "I put my dreams on hold for you, and you can't do this one thing for me?​"
1, "I put my health at risk for you, and you don't even care​"
1, "I put my life on hold for you, and now you won't even consider my needs​"
1, "I put my life on hold for you, and now you won't even consider my needs​"
1, "I put my needs aside for you, and now you ignore mine​"
1, "I sacrificed my career for you, and now you won't help me​"
1, "I sacrificed my comfort for yours, and now you won't lift a finger for me​"
1, "I sacrificed my dreams for yours, and this is how you repay me​"
1, "I sacrificed my dreams for yours, and this is how you repay me​"
1, "I sacrificed my happiness for yours, and this is the thanks I get​"
1, "I sacrificed my joy for you, and now you bring me sorrow​"
1, "I sacrificed my own happiness for yours, and this is how you repay me​"
1, "I sacrificed my peace for you, and now you bring me turmoil​"
1, "I sacrificed my relationships for you, and now you abandon me​"
1, "I sacrificed my time for you, and now you can't spare any for me​"
1, "I sacrificed my well-being for you, and now you turn your back on me​"
1, "I sacrificed my well-being for you, and now you turn your back on me​"
1, "I stayed up countless nights caring for you, and now you can't even listen to me​"
1, "I thought family meant supporting each other, but I guess I was wrong​"
1, "I thought our bond was stronger than this after all we've been through​"
1, "I thought we were friends, but I see I was wrong​"
1, "I thought you'd appreciate all I've done, but clearly, I was mistaken​"
1, "I thought you'd appreciate my dedication, but clearly, you don't​"
1, "I thought you'd appreciate my efforts, but clearly, you don't​"
1, "I thought you'd appreciate my efforts, but clearly, you don't​"
1, "I thought you'd appreciate my efforts, but clearly, you don't​"
1, "I thought you'd appreciate my efforts, but I guess I was wrong​"
1, "I thought you'd appreciate my loyalty, but clearly, you don't​"
1, "I thought you'd appreciate my sacrifices, but clearly, you don't​"
1, "I thought you'd appreciate my sacrifices, but clearly, you don't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be grateful, but I see now that you aren't​"
1, "I thought you'd be there for me, but I guess I was mistaken​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, but I see now that I was wrong​"
1, "I thought you'd be there for me, especially after all I've done for you​"
1, "I thought you'd remember all I've done, but I see now that you don't​"
1, "I thought you'd remember my kindness, but clearly, you don't​"
1, "I thought you'd remember my kindness, but clearly, you don't​"
1, "I thought you'd remember my kindness, but clearly, you don't​"
1, "I thought you'd remember my sacrifices, but clearly, you don't​"
1, "I thought you'd remember my struggles, but clearly, you don't​"
1, "I thought you'd stand by me, considering all I've done for you​"
1, "I thought you'd stand by me, considering all I've done for you​"
1, "I thought you'd stand by me, considering all I've done for you​"
1, "I thought you'd stand by me, considering all I've done for you​"
1, "I thought you'd support me, considering all I've done for you​"
1, "I thought you'd support me, considering all I've done for you​"
1, "I thought you'd support me, especially after all I've done for you​"
1, "I thought you'd support me, especially after all I've done for you​"
1, "I thought you'd support me, especially after all I've done for you​"
1, "I trusted you with everything, and you let me down​"
1, "I've done everything for you, I've given you everything."
1, "If you cared about me, you wouldn't do this​"
1, "Remember when I stood by you during your tough times? I need you now​"
2, "I choose your hobbies and interests​"
2, "I control the finances; you don't need money​"
2, "I control what you do and who you see​"
2, "I control who you can be friends with​"
2, "I control your access to communication​"
2, "I control your access to education​"
2, "I control your access to healthcare​"
2, "I control your access to healthcare​"
2, "I control your access to information​"
2, "I control your access to information​"
2, "I control your access to leisure activities​"
2, "I control your access to personal growth​"
2, "I control your access to self-expression​"
2, "I control your access to social interactions​"
2, "I control your access to transportation​"
2, "I control your access to transportation​"
2, "I control your interactions with others​"
2, "I control your leisure activities​"
2, "I control your personal relationships​"
2, "I control your religious practices​"
2, "I control your sleep schedule​"
2, "I control your social media accounts​"
2, "I decide how you should behave​"
2, "I decide how you should behave​"
2, "I decide how you should feel​"
2, "I decide how you should feel​"
2, "I decide how you should live your life"
2, "I decide how you should spend your money​"
2, "I decide how you should think​"
2, "I decide how you spend your free time​"
2, "I decide what is best for you​"
2, "I decide what you can and cannot believe​"
2, "I decide what you can and cannot do​"
2, "I decide what you can and cannot eat​"
2, "I decide what you can and cannot feel​"
2, "I decide what you can and cannot say​"
2, "I decide what you can and cannot say​"
2, "I decide what you can watch and read​"
2, "I decide what you wear and how you look​"
2, "I decide when and how you can relax"
2, "I decide when and if you can see your family​"
2, "I decide where you go and when​"
2, "I decide who you can and cannot talk to​"
2, "I decide who you can associate with​"
2, "I determine who you can and cannot talk to​"
2, "I dictate your daily schedule​"
2, "I expect you to be available whenever I need you​"
2, "I gave birth to you."
2, "I have the final say in everything you do​"
2, "I have the right to check your phone whenever I want​"
2, "I have the right to know everything about you​"
2, "I make the rules, and you follow them​"
2, "I need to know your whereabouts at all times​"
2, "I own you; your life belongs to me​"
2, "Without me, you're nothing​"
2, "You can't divorce your parents."
2, "You can't survive without my guidance​"
2, "You're forbidden from attending events without me​"
2, "You're forbidden from having any personal autonomy​"
2, "You're forbidden from having any personal boundaries​"
2, "You're forbidden from having any personal desires​"
2, "You're forbidden from having any personal dreams​"
2, "You're forbidden from having any personal goals​"
2, "You're forbidden from having any personal identity​"
2, "You're forbidden from having any personal independence​"
2, "You're forbidden from having any personal relationships​"
2, "You're forbidden from having independent thoughts​"
2, "You're forbidden from making any decisions without me​"
2, "You're forbidden from making decisions independently​"
2, "You're forbidden from making new friends​"
2, "You're forbidden from participating in activities I don't approve of​"
2, "You're forbidden from seeking help without my approval​"
2, "You're forbidden from speaking to certain family members​"
2, "You're mine, and no one else can have you​"
2, "You're not allowed to disagree with me​"
2, "You're not allowed to express emotions without my approval​"
2, "You're not allowed to have any personal boundaries​"
2, "You're not allowed to have any personal choices​"
2, "You're not allowed to have any personal freedom​"
2, "You're not allowed to have any personal interests​"
2, "You're not allowed to have any personal opinions​"
2, "You're not allowed to have any personal opinions​"
2, "You're not allowed to have any personal preferences​"
2, "You're not allowed to have any personal space​"
2, "You're not allowed to have any personal thoughts​"
2, "You're not allowed to have any secrets from me​"
2, "You're not allowed to have aspirations without my consent​"
2, "You're not allowed to have boundaries with me​"
2, "You're not allowed to have desires separate from mine​"
2, "You're not allowed to have personal opinions​"
2, "You're not allowed to leave the house without my consent​"
2, "You're not allowed to make decisions without me​"
2, "You're not allowed to pursue education without my consent​"
2, "You're not allowed to work without my permission​"
2, "You're not permitted to have any hobbies without my approval​"
2, "You're not permitted to have friends I don't approve of​"
2, "You're not permitted to have personal space​"
2, "You're not permitted to have privacy​"
2, "You're not permitted to have secrets from me​"
2, "You're not permitted to make choices without consulting me​"
2, "You're not permitted to question my decisions​"
2, "You're not to have opinions different from mine​"
2, "You're not to have secrets from me​"
2, "You're not to question my authority​"
2, "Your body belongs to me, not you​"
2, "Your body is mine to do with as I please​"
2, "Your dreams and goals are irrelevant; mine take precedence​"
2, "Your opinions don't matter unless I agree with them​"
2, "Your time belongs to me; you have no free will​"
3, "As your agent, I know what's best for your career​"
3, "As your apprentice, you should follow my instructions​"
3, "As your co-pilot, I support your decisions​"
3, "As your commanding officer, I expect your obedience​"
3, "As your confidant, I know what's best for your secrets​"
3, "As your counselor, I know what's best for your mental health​"
3, "As your dance partner, we need perfect harmony​"
3, "As your director, I expect you to perform as instructed​"
3, "As your doctor, you should trust my judgment​"
3, "As your editor-in-chief, I expect adherence to our editorial standards​"
3, "As your editor, I know what's best for your manuscript​"
3, "As your first mate, I ensure the crew's safety​"
3, "As your gallery manager, I know what appeals to patrons​"
3, "As your godparent, I'm responsible for guiding you​"
3, "As your guardian, I have authority over your choices​"
3, "As your lab partner, we share responsibility for results"
3, "As your landlord, I expect timely rent payments​"
3, "As your lead actor, I set the scene's tone​"
3, "As your mentor, I'm guiding you for your own good​"
3, "As your mother, I know what's best for you​"
3, "As your older sibling, I know what's best for you​"
3, "As your partner, I have a say in your decisions​"
3, "As your principal, I expect you to uphold school values​"
3, "As your publicist, I know how to handle your image​"
3, "As your publisher, I know the market trends​"
3, "As your publisher, I understand the market better​"
3, "As your roommate, we should share responsibilities equally​"
3, "As your scriptwriter, I know the character's depth​"
3, "As your section leader, I guide our musical direction​"
3, "As your sous-chef, I execute your culinary vision​"
3, "As your sponsor, I have a stake in your success​"
3, "As your squad leader, I know what's best for the team​"
3, "As your supervisor, I expect you to comply with my directives​"
3, "As your teacher, I know what's best for your future​"
3, "Family is all you have, blood is thicker than water."
3, "I'm your advisor; you should take my recommendations seriously​"
3, "I'm your attorney; you need to heed my counsel​"
3, "I'm your boss; you need to follow my lead​"
3, "I'm your campaign advisor; you must follow my lead​"
3, "I'm your campaign manager; you must trust my strategy​"
3, "I'm your choreographer; trust my vision​"
3, "I'm your cinematographer; my shots tell the story​"
3, "I'm your coach; you must listen to my advice​"
3, "I'm your commanding officer; you must follow orders​"
3, "I'm your conductor; you must follow my tempo​"
3, "I'm your curator; I select the best pieces​"
3, "I'm your dean; you need to comply with university policies​"
3, "I'm your director; my instructions shape the performance​"
3, "I'm your drill sergeant; my commands are for your benefit​"
3, "I'm your editor; I know what's best for your work​"
3, "I'm your elder; you owe me respect​"
3, "I'm your financial advisor; you must follow my investment advice​"
3, "I'm your godfather; you should heed my advice​"
3, "I'm your head chef; my recipes lead the menu​"
3, "I'm your landlord; you need to comply with my rules​"
3, "I'm your pilot-in-command; follow my flight plan​"
3, "I'm your platoon leader; you need to follow my orders​"
3, "I'm your principal investigator; I direct our study's focus​"
3, "I'm your producer; you must follow my creative direction​"
3, "I'm your project leader; you need to align with my vision​"
3, "I'm your publisher; you need to meet our deadlines​"
3, "I'm your ship captain; you must trust my navigation​"
3, "I'm your spiritual advisor; you must follow my guidance​"
3, "I'm your spiritual leader; you should heed my teachings"
3, "I'm your sponsor; you need to adhere to my guidelines​"
3, "I'm your stylist; you need to trust my fashion sense​"
3, "I'm your therapist; you should trust the process I recommend​"
3, "I'm your trainer; you must follow my regimen​"
3, "We're best friends; you should trust me on this​"
3, "We're business partners; you should agree with my plan​"
3, "We're co-authors; collaboration means compromise​"
3, "We're co-founders; our visions must align​"
3, "We're colleagues; you should support my ideas​"
3, "We're family friends; you should trust our intentions​"
3, "We're in a relationship; you should consider my feelings​"
3, "We're in the same alliance; mutual support is key​"
3, "We're in the same art collective; our styles must blend​"
3, "We're in the same band; harmony requires cooperation​"
3, "We're in the same battalion; we must trust each other​"
3, "We're in the same club; you should support our initiatives​"
3, "We're in the same coalition; unity ensures our goals​"
3, "We're in the same community; we have to stick together​"
3, "We're in the same congregation; faith binds us​"
3, "We're in the same culinary team; flavors must complement​"
3, "We're in the same dance troupe; synchronization is vital​"
3, "We're in the same film crew; collaboration ensures success​"
3, "We're in the same fleet; coordination is crucial​"
3, "We're in the same flight crew; synchronization is key​"
3, "We're in the same fraternity; brotherhood means support​"
3, "We're in the same network; connections are vital​"
3, "We're in the same orchestra; harmony requires cooperation​"
3, "We're in the same organization; you should uphold our values​"
3, "We're in the same platoon; unity is our strength​"
3, "We're in the same regiment; unity is our strength​"
3, "We're in the same research group; our findings depend on unity​"
3, "We're in the same study group; you should contribute equally​"
3, "We're in the same theater company; ensemble unity is essential​"
3, "We're neighbors; we should look out for each other​"
3, "We're relatives; family loyalty comes first​"
3, "We're sorority sisters; our bond is unbreakable​"
3, "We're teammates; you have to back me up​"
